content,intensity
"Whether it is anger, frustration, jealousy or joy, they are all universe gifts for our enjoyment or growth.",happiness
"The journey of life should be one you fall in love with and once you love this journey of life, you will always be in love with life.",happiness
"Happiness is a direction, not a place. The only thing that will make you happy is being happy with who you are",happiness
Happiness is letting go of what you think your life is supposed to look like,happiness
Success is not the key to happiness. Happiness is the key to success.Â ,happiness
"If you want to be happy, set a goal that manages your thinking, expresses your strengths, and inspires your hopes",happiness
Figure out how to esteem yourself which means battling for your satisfaction,happiness
"Not he who has much is rich, but he who gives much",happiness
"If the only tool you have is a hammer, you tend to see every problem as a nail",happiness
You may also like Best Attitude status quotes for WhatsApp,happiness
Distance between madness and talent is measured only by success,happiness
Never confine yourself to the limited imagination of others; Never limit yourself to others because of your limited imagination,happiness
Happiness is not something ready-made. It comes from your own actions,happiness
"Happiness and sadness run parallel to each other. When one rests, the other begins to tingle.
.) The purpose of our lives is to be happy",happiness
Happiness is not a goal; it is a by-product,happiness
The pursuit of happiness is one of the main sources of hunger,happiness
"When you love what you have, you have everything you need",happiness
"To succeed in life, you need two things: ignorance and confidence",happiness
Donâ€™t wait. The time will never be just right,happiness
"After every difficulty, ask yourself two questions: â€œWhat did I do right?â€ and â€œWhat would I do differently?",happiness
Donâ€™t brood. Get on with living and loving. You donâ€™t have forever,happiness
Doing the best at this moment puts you in the best place for the next moment,happiness
Lifeâ€™s real failure is when you do not realize how close you were to success when you gave up,happiness
"If youâ€™re going through hell, keep going",happiness
Happiness is where we find it but rarely where we look for it,happiness
Be miserable. Or motivate yourself. Everything you have to do is always your choice,happiness
The first step to success is refusing to be a prisoner of the environment when you first find yourself,happiness
Donâ€™t miss: + Awesome status in English,happiness
Attitude is as important as the ability for success,happiness
Judge your success by what you had to give up in order to get it,happiness
Spread love everywhere you go. Let no one ever come without leaving happier,happiness
There is no cosmetic for beauty like happiness,happiness
"Happiness is when what you think, what you say and what you do are consistent",happiness
The happiness of your life depends upon the quality of your thoughts,happiness
"Happiness always looks small while you hold it in your hands, but let it go, and you learn at once how big and precious it is",happiness
Ups and downs. Victories and defeats. Sadness and happiness. Thatâ€™s the best kind of life,happiness
Action is the key to all success,happiness
Victory is sweetest when youâ€™ve known defeat,happiness
Success is simple. Do the right thing at the right time,happiness
Your work is to discover your world and then with all your heart,happiness
"Achievement, as a rule, goes to the individuals who are excessively occupied for it",happiness
Success is largely a matter of holding on after others have let go,happiness
Start where you are. Use what you have. Do what you can,happiness
"Success seems to be connected with action. Successful people keep moving. They make mistakes, but they donâ€™t quit",happiness
"embarrassed by your failures, learn from them and start again",happiness
"I canâ€™t give you the formula for success, but I can give you the formula for failure which is: Try to make everyone happy",happiness
Success is going from failure to failure without losing enthusiasm,happiness
"If you think a simple task is powerful, just keep going",happiness
The successful man is the one who finds out what is the matter with his business before his competitors do,happiness
"You have to learn the rules of the game. At that point, you need to play better than any other person",happiness
"Amateurs sit and wait for inspiration, the rest of us just get up and go to work",happiness
Donâ€™t interfere with what you canâ€™t do,happiness
Life isnâ€™t about finding yourself. Life is about creating yourself,happiness
Success is about how high you jump when you hit the bottom,happiness
Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better,happiness
What seems to us as bitter trials are often blessings in disguise,happiness
"Your attitude, not your aptitude, will determine your altitude",happiness
"The successful warrior is the average man, with laser-like focus",happiness
My real smile comes out when i am with you â™¥,happiness
Love + Trust + Honesty = Long Lasting Relationship.,happiness
"""Life is not about who hurt you and broke you down. It's about who was always there and who made you smile again """,happiness
"I can see the future , Let me give you a Clue , it's "" ME + U """,happiness
Sometimes words are not enough.,happiness
"A Man who truly loves you will be angry at you for so many things, but will never leave you.",happiness
"Love is sweet when its new, but sweeter when its true.",happiness
"Love is blind, Be careful",happiness
The best love story is when you fall in love with the most unexpected person.,happiness
Its nice when someone cares about you as much as you care about them.,happiness
"Dude,you are lucky, you got her. She is YOURS. So step up, treat her right or she wont be yours for long.",happiness
Just seeing your smile makes me feel better inside.,happiness
"LOVE Is The other Name ofRespect,If You Can't Respect Your LovedOne,....Then You Don't Deserve to BeLoved",happiness
Every girl needs a good guy who can help her laugh when she thinks she will never smile again,happiness
"A Memory of true Love is like a favorite Song, no matter how many times it plays again, You never get tired of it.",happiness
"Every GIRL deserves a boy who can change her LIFE, not only her relationship status.",happiness
"I don't need a perfect relationship, I just need someone who won't give up on me.",happiness
"Because of you, I laugh a little louder, cry a lot less, and smile a lot more.",happiness
Call me old fashioned but i actually take relationships seriously.,happiness
Love is sweet when it's new. But it is sweeter when it's true,happiness
"I hate it when Facebook's always asking me what is on my mind, coz it's always you. and I won't share you. â™¥",happiness
Relationships takes two people . Not one person being faithful and another acting single .,happiness
Sitting alone and enjoying your own company is better than being surrounded by fake people.,happiness
"Everybody knows how to love, but only few people know how to stay in love with one person forever.",happiness
"If you love her, dont ever make her cry.",happiness
Its nice when someone cares about you as much as you care about them.,happiness
"I may not be perfect, but I am original.",happiness
Communication+Trust = A relationship that will last a lifetime.,happiness
"i just want a cute, long lasting relationship.",happiness
A single text from you can change my mood at any moment.,happiness
"Relationships are like drugs, they either kill you, or give you the best feeling of your life.",happiness
A day without you is always incomplete.,happiness
"First you care, then you get hurt.",happiness
"Good relationships don't just happen. They take time, patience, and two people who truly want to be together.",happiness
"In every girl's life, there's a boy she'll never forget; In every boy's life there's a girl he can never get â™¥",happiness
"Relationships start with ""Can we talk?"" and end in ""We need to talk"".",happiness
I love it when you hold me like you will never let me go.,happiness
Even though we are million miles away. We will always be together.,happiness
I get mad because i care.,happiness
"Love doesn't depend on sight or sound, just heart beats.",happiness
"I want vitamin ""U""",happiness
"Your girlfriend is gorgeous and loyal. Why flirt with other girls? Why cheat? It's like throwing away a diamond, and picking up a rock.",happiness
My heart is perfect because.. you are inside.,happiness
I want an honest relationship. no secrets. no lies. no cheating.,happiness
"Whatever the question, the answer is love.",happiness
The happiest couples never have the same character. They have the best understanding of their differences...,happiness
Nice Lips . . . Can i kiss them ? â™¥,happiness
"saying ""I've moved on!"" but still feeling something when suddenly see the person",happiness
Best relationships usually begins UNEXPECTEDLY,happiness
A Broken heart is what Changes People.,happiness
i will never hurt you is one of the most popular lies.,happiness
"It's crazy how you can go months or years without talking to someone, but they still cross your mind everyday",happiness
"IF you really love that person, you wouldnt even think about cheating on them.",happiness
"Make a relation with someone, who is not only proud to have you but will take every risk to be with you..:)",happiness
I won't give up on us â™¥,happiness
"""Real men don't date the most beautiful girl in the world, they date the girl who makes their world the most beautiful.""",happiness
"Beauty isn't about having a pretty face. It's about having a pretty mind, a pretty heart, and a pretty soul.",happiness
Distance means nothing when someone means everything.,happiness
"""â€œIf you judge people, you have no time to love them.â€ - Mother Teresa""",happiness
I m in love with you.,happiness
"Cheer up, sweet beautiful girl you are going to love again and it will be magnificent.",happiness
"Sometimes love is like a cactus. The tighter you try to hold on, the more it hurts.",happiness
We are more than friends but less than a couple.,happiness
"My ""Heart"" is always your!",happiness
"A true relationship is having someone who accepts your past, supports your present, loves you and encourages your future.",happiness
"i love you, but i hate the way you act sometimes.",happiness
The hardest thing is not talking to someone you used to talk to everyday.,happiness
You don't mean ANYTHING to me... you mean EVERYTHING to me...,happiness
Distance is just a test to see how far love can really go.,happiness
Behind every beautiful girl is the ugly relationship that made her scared to love again.,happiness
Just because we're not close anymore doesn't mean I don't care about you.,happiness
"Relationships where you just sit around doing nothing,but still have fun because you're together. â™¥",happiness
"Donâ€™t Make Me An Option, When Iâ€™ve Made You My Priority.",happiness
"My love for you is like a circle, it has no end.",happiness
"3 main rules in relationships: Dont lie, dont cheat and dont make promises you cant keep.",happiness
"Dear Ladies if he takes time to argue with you, he cares about you more than you think.",happiness
"We met, we talked, we liked, we called, we texted, we dated, we committed, I loved, you cheated, we're done, you're deleted.",happiness
"A real boyfriend never ""gives up"" on his girl. He fights for her .",happiness
There is always someone who loves you more than you know.,happiness
"I'm loyal, but it always seems like I'm loyal to the wrong people.",happiness
"When people get suspicious, trust disappears.",happiness
Love yourself first and everything else falls into line.,happiness
"You are every reason, every hope and every dream I've ever had.",happiness
"True love doesn't have a happy ending,because True love never ends....",happiness
"Looks aren't everything. Find a heart that will love you at your worst , & arms to hold you at your weakest. â™¥",happiness
"""Girls want a guy who say "" i love you "" every night and proves it every day .""",happiness
"If you were thinking about someone, while Studying you're definitely in Love.",happiness
A relationship will only go as far as you both want it to.,happiness
"Maybe we donâ€™t have a Perfect Relationship. We fought, argue, cry, commit mistakes. But we have Similarities, weâ€™re both Love each other.",happiness
"Texting is fine, calling is okay. But being with you is the best.",happiness
True Love = No doubts + No jealousy + No worries then life is good.,happiness
"I'm not ignoring you, I'm just waiting for you to talk to me first.",happiness
"My ""last seen at"" was just to check your ""last seen at"".",happiness
"I need someone who will actually stand by my side, no matter what mood i am in .",happiness
why jump into a reationship if your clearly not over the last one? thats not fair to the other person,happiness
I enjoy every moment I spend with you.,happiness
"Love when you're ready, not when you are alone.",happiness
I want someone who comes into my life by accident and stays on purpose.,happiness
"My mom told me angels are in heaven, so why is she on Earth?",happiness
Relationship starts with can we talk and ends with we need to talk.,happiness
We all want someone who is scared to lose us and would do anything to keep us. â™¥,happiness
"If my love for you is a crime, I want to be the most wanted criminal.",happiness
"""There are Billions of people in this World But Sometimes you really need just One.""",happiness
Listen to my little heart. It always says your name with every heartbeat.,happiness
"Love isn't complicated, people are.",happiness
In life I need only you!,happiness
"I don't need geography, you are my world. â™¥",happiness
"Accept me at my strongest, support me at my weakest",happiness
Love is The Greatest Refreshment in Life.,happiness
A real man can't stand seeing his woman hurt. He is careful with his decisions and actions so he never have to be responsible for her pain.,happiness
I Love U Dear With Every Beat Of My Heart.,happiness
Your heart and mine are forever one.,happiness
The best feeling is that first kiss.,happiness
True love is when the only thing that makes you cry is seeing the one you care about unhappy.,happiness
love me less but love me long...,happiness
"Dont promise me the moon or the stars, just promise you will stay under them with me forever.",happiness
"Fire is like love, it keeps you warm but sometimes you'll get burned.",happiness
"We all have that one person that we will always have feelings for no matter what.
Just one look and it takes you right back to those memories.",happiness
"Sometimes i pretend that i dont care. But really, i care more than anyone else ever will.",happiness
"His story is History, My Story is Mystery.",happiness
"Love is a bird, let it fly.",happiness
"Sometimes, I do want a romantic relationship like in the movies.",happiness
True love doesnâ€™t mean being inseparable; it means being separated and nothing changes.,happiness
Typing a huge Paragraph with your true feelings but then erasing it and typing .. yeah ..,happiness
The best relationship is when you can lay next to each other and just talk about anything and everything.,happiness
"Love is not about how much you say ""i love you"" but how much you can prove that it's true.",happiness
Love Is Blind But Beautiful,happiness
"""Sometimes we don't know if some1 really have feelings for us, Or if it's all just a game""",happiness
A relationship where you can act like complete idiots together is the sweetest thing ever.,happiness
Wait for the boy that would do anything to be your everything,happiness
Laughing while kissing means I am completely comfortable with you.,happiness
You canâ€™t be just friends with someone youâ€™re madly in love with,happiness
I Don't Ask For Much Because With You I Have Everything.,happiness
"The hardest part of acting like you donâ€™t care, is knowing how much you actually do.",happiness
True Love Has a Habbit of coming Back.,happiness
All I need is your love.,happiness
Love is master key of opening a gate of happiness.,happiness
"I can live without money, but I cannot live without Love.",happiness
I need you like a heart needs a beat.,happiness
Love is so strange.. sometimes it becomes reason to live life..!! and sometimes it becomes reason to leave life.. ..!!,happiness
Best feeling comes when you get text from the person you were thinking about. â™¥,happiness
"I think i love you, but don't even know you.",happiness
Relationships fail because girls love too much and the boys love too many.,happiness
"I still care, that â€˜s the problem",happiness
"Some love one, some love two. I love one that is you.",happiness
God asks only that you include yourself among those you love.,happiness
I think the perfect hugs are when someone hugs me without me asking.,happiness
"The shortest word for me is ""I""... The sweetest word for me is ""Love""... The only word for me is ""You""...",happiness
The best feeling is when you look at the one you love and theyâ€™re already looking at you.,happiness
"One love, one heart, one destiny.",happiness
"If we kiss , i'm biting your lip â™¥",happiness
True love does not tolerate outsiders,happiness
Donâ€™t play with someoneâ€™s heart if you have no intention for a SERIOUS RELATIONSHIP .,happiness
LoVe ThE oNe WhO LoVeS YoU..... nOt ThE oNe WhOm YoU LoVe.,happiness
We fall in love by chance. We stay in love by choice.,happiness
You're like a drug that's killing me.,happiness
"Without trust you don't have a relationship, just two friends who act like lovers.",happiness
With You It's Different.,happiness
I'm not her first but I will do anything to be her last. She is my one and only.,happiness
"Dont promise me the moon or the stars, just promise you will stay under them with me forever.",happiness
I admit that i get Jealous when youâ€™re talking to someone else instead of me.,happiness
Every relationship has its problems. But what makes it perfect is when you still want to be there when everything sucks!,happiness
"I like when you smile, but I love it when Iâ€™m the reason.",happiness
You dont need somebody to tell you they love you. You can tell by the way they treat you.,happiness
"I want a long, cute relationship where everyone is like ""DAMN, they're still together?"" ",happiness
"We come to love not by finding a perfect person, but by learning to see an imperfect person perfectly.",happiness
You're the girl that I want to grow old with.,happiness
I only want 3 things: See you. Hug you. Kiss you.,happiness
I love you more today than yesterday but I do love you less today than I will tomorrow.,happiness
"I love when people are straight up honest with their feelings, it makes everything so much easier.",happiness
Every time I look at the keyboard U and I always together.,happiness
Can I borrow a Kiss? I promise I'll give it back.,happiness
"The person who hates you, loves you the most.",happiness
I don't even know why I like you. But I just do.,happiness
"Don't try to understand a Girl Completely , If u Do You either go Mad Or You will start Loving her.",happiness
"You know you have experienced real love, when you have lost it. ",happiness
True Love never dies it only gets stronger with time. ,happiness
Apologizing doesn't mean you were wrong. It simply means you value your love and friendship over your ego.,happiness
"When you really care about someone, their happiness matters more than yours.",happiness
"Love is that ,which can never explained.",happiness
"Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.",happiness
Only you can give me that feeling.,happiness
True love has a habit of coming back.,happiness
I lost my Heart Can Any body See...??,happiness
Donâ€™t give them the keys to your heart if you know they will lose it. Love is about taking risks not being stupid.,happiness
"Honestly, I don't have time to hate people who hate me cause I'm too busy loving people who love me.",happiness
"Love is a feeling, give it when I want it, babe.",happiness
"I don't fall in love with faces, I fall in love with personalities.",happiness
I don't want to listen to just what you say. I want to feel what you mean.,happiness
You don't really need someone to complete you. You only need someone to accept you completely.,happiness
I just had to come talk with you. Sweetness is my weakness.,happiness
"I don't want much... Just your hugs, kisses and you.",happiness
Being faithful is not hard if you really care about them.,happiness
"I love you and you love me, then why can't we be together?",happiness
"Dear heart, please fall in love only when you're ready, not when you're lonely.",happiness
"Love is cute when it's new, but love is most beautiful when it lasts.",happiness
Love never dies...only the lover changes.,happiness
Being in LOVE is like Being DRUNK. No control over what you do.,happiness
"The less you open your heart, the more your heart suffers.",happiness
"I love you, just the way you are.",happiness
When love is not madness it is not love.,happiness
"We argue, we fight....but by the end of the night, we're alright",happiness
A girl is happiest when she knows you make her your everything. In front of everyone.. every time,happiness
"Even if I had a million reasons to move on, I'd still look for one to stay.",happiness
I hate fighting with the one person who makes me smile the most.,happiness
Love is being stupid together.,happiness
"Deep inside my heart, I still feel I need someone to love and care.",happiness
You left me? Fine! But don't love somebody else in front of me.,happiness
If you fall in love... be ready for the tears..!!,happiness
"Believe, hope, and pray for love, but don't put your life on hold waiting for love.",happiness
Love is in your heart.. Peace is in you nerves.. Truth is in your mind.,happiness
A relationship with God is the most important relationship you can have.,happiness
"Sometimes I push you away, because i need you to pull me closer.",happiness
"if she's amazing,she wont be easy.if shes easy, she wont be amazing. if shes worth it, you wont give up, if you give up you're not worth it.",happiness
The way to fill your life with love is very simple: if you want more love give more love.,happiness
"I love seeing couple fall in love and stay in love, its so rare these days.",happiness
"I don't want anyone else to have your heart, kiss your lips, be in your arms, be the one you love. I don't want anyone to take my place.",happiness
Not even a million fights could make me hate you .,happiness
Your love is all I need to feel complete.,happiness
Love is what makes you smile when you're tired.,happiness
Love the person who really suffers without you..!!,happiness
"To know the person, you must love him",happiness
Love is when the heart beats faster,happiness
You are my favorite reason to lose my sleep.,happiness
The person loves you more will fight with you daily without any reason,happiness
Let all that you do be done n love.,happiness
If you love something set it free.,happiness
"if you truly love someone, Being faithful is easy.",happiness
if love is true ...it will always find a way.,happiness
I really want a relationship. A long one. A happy one.,happiness
I don't know which is worse; keeping your love for someone a secret or telling them and being rejected.,happiness
Gravitation is not responsible for people falling in love.,happiness
"If I tell you ""I love you"" then I actually do love you.",happiness
Best conversations usually happen late at night.,happiness
Sometimes you just need to maintain a distance to keep them close to you.,happiness
Retweet if I am not following you and you want me to! I will follow you back :) ,happiness
"To be honest, you are the only one i have ever spent this much time and effort on.",happiness
Just because I'm busy doesn't mean I don't love you,happiness
"I need you, you need me. Let's make it work.",happiness
Love me for a second and I'll love you forever.,happiness
Be the type of person you want to meet.,happiness
forever is a long time but i wouldnt mind spending it by your side.,happiness
She loves me or not but I love her a lot.,happiness
Love never fail.we fail to love.,happiness
"You cannot belong to someone else, until you belong to yourself.",happiness
"Sometimes, when you madly love someone, you don't need words to describe it",happiness
It's nice when someone cares about you as much as you care about them.,happiness
Your Love Is Like Wine; I Want To Get Drunk,happiness
Loving isn't caretaking and caretaking isn't love. we can't buy love... it's a gift.,happiness
True love isnâ€™t love at first sight but love at every sight.,happiness
Love is like war: easy to begin but very hard to stop.,happiness
We are shaped and fashioned by those we love.,happiness
I love you more than there are stars in the sky and fish in the sea.,happiness
True love doesnâ€™t have happy ending â€¦it has No ending.,happiness
"I don't hate Peoples ,I just love Peoples who loves me.",happiness
"The heart that loves, stays always young.",happiness
GIRL: Describe me in 1 word. â€”- BOY: Mine ,happiness
Love means exposing yourself to the pain of being hurt by someone you trust.,happiness
"Love begins with a smile, grows with a kiss, and ends with a teardrop.",happiness
"I've no idea what happened to me, but all I know it's I love you.",happiness
loves when you listen to a song and it relates 100% sure to how you feel. ,happiness
I wish you could love me the way I love you.,happiness
You taught me how to love but not how to stop.,happiness
By far the most important form of attention we can give loved one is listening.,happiness
I don't want to listen to just what you say. I want to feel what you mean.,happiness
Be like a flower that gives its fragrance to even the hand that crushes it.,happiness
"Peopel love others not for who they are, but for how they make us feel.",happiness
At the touch of love everyone becomes a poet.,happiness
Cuddling with you would be perfect right now.,happiness
The tighter the hug the better it feels.,happiness
"It's been said that you only truly fall in love once, but I don't believe that. Every time I see you, I fall in love all over again.",happiness
"I love your smile, your eyes, your laugh, your personality, your humor but the only thing I hate is that "" I will never be yours... """,happiness
Every girl needs a good guy to help her laugh when she thinks she'll never smile again.,happiness
"You have no idea how much l like you. How much you make me smile, how much l love talking to you, or how much l wish you were here.",happiness
"Someone who truly loves you, sees what a mess you can be, how moody you can get, and how hard you can be to handle, but still wants you.",happiness
Good relationship is worth the wait . ,happiness
"You either live in love or die, there is no way in between",happiness
When I count my blessings i count you twice.,happiness
When I talk to you i fall in love over and over again.,happiness
I love you even when I hate you.,happiness
"I love you yesterday I love you still, I always have... I always will",happiness
Love is the only thing that control every single emotion you have.,happiness
"Love never fails and when it fails in life, then its not love!",happiness
Wanna Hug Yuh soo tight..That even air couldn't fill the space between us,happiness
"Don't kiss behind the garden, Love is blind but the neighbours are not.",happiness
One day you'll meet someone who doesn't care about your past because they want to be with you in future.,happiness
We are incapable of loving another unless we love ourselves.,happiness
Hattered does not cease with hatered. Haterd ceases by love.,happiness
Jealousy is just Love and Hate at the same Time,happiness
Give me a man any time who does good to me because he loves me rather that one does good to me in order to fulfill his moral duty.,happiness
wait for the boy that would do anything to be your everything .,happiness
"Everytime I look at the keyboard, I always see U and I together.",happiness
"""Another year over, and we are still together. Its not always easy, but i'll be there forever. (:""",happiness
"Love is not what the mind thinks, but what the heart feels.",happiness
"â€œLove is many things,none of them logical.â€",happiness
You think you're one of millions but you're one in a million to me.,happiness
I want you today and tomorrow and next week and for the rest of my life.,happiness
You can never buy Love....But still you have to pay for it.,happiness
"Love reveals all things, believes all things, endures all things. Love never fails.",happiness
"If you would learn the secret of right relations, look only for the divine in people and things, and leave the rest to God.",happiness
In Love 'Sorry' Should Not Have To Be Said,happiness
"If I know what love is, it is because of you.",happiness
The spaces between your fingers are meant to be filled with mine.,happiness
"In you i H've Found the love of my life and my closest, truest friend.",happiness
The magic of first love is our ignorance that it can never end.,happiness
Love can't be found Where it doesn't exist ..,happiness
